CI ID,Name,Alias,Approval group,Managed by,Support group,Manufacturer/Vendor,Short Description,Assigned to,Business criticality,Class,Comments,Consumer type,Created by,Domain,Managed By Group,Parent,Problem Manager Group,Problem Owner Group,Product Owner Executive,Product Owner,Revenue Impact,Service Executive ,Service Owner,Service Team,Supported by,Updated by,Text,n_tokens,index
SNSVC0003997,ROOMDETAILS-MS - Perf - (AS),,Incident-Mgmt-DigitalAndReservations-L2-APPRV,Grace Chorey,IncidentMgmt-Digital-L2-Support,,"""SPOTNANA is a new partner integrating with Marriott. Spotnana will integrate with MI ecosystem to support small and medium business with hotel booking on participant properties. 
Created 3 new Microservices (MPA-MS, Offers-MS, Roomdetails-MS) will be accessed by spotnana clients through Marriott Akana APC Gateway:
1.MPA-MS (Multi Property Availability): Rates & Availability by property.
2.Offers-MS : Terms & Conditions
3.Room details-MS- Roomtype details 
Additionally, we are reusing microservices which is built for Cityexpress with small enhancements
4.SPA-MS(Single Property Availability) : Rates & Availability by property.
5.Reservation-MS : Create, Read, Update & Delete Trip.
New Microservices will call internally V2 EAPIs. New API request/response is MMF compatible
EKS :tip-platform
EKS Cluster & Namespace:
LLE Clusters:
 mi-lz-dc-foundational-tip-dev 110576833572
mi-lz-dc-foundational-tip-test 597351379612
mi-lz-dc-foundational-tip-perf 806717236186 
LLE Namespace: tip-platform 
Prod Cluster: mi-lz-dc-foundational-tip-prod 466623320682 
Namespace: foundational-tip-prod1""

APS-Config-TM = Padma Neelagaru
B2B Status = Completed
Simple Dependency Status = Completed
Service Map Status = Completed
",Srinath Krishnareddy,Tier 3,Tag-Based Application Service,Updated details as per RITM004282638,Internal,lnric753,global,Core-Platform-Enterprise API-PROD Support,,ProblemManager_APS-PROB,Core-Platform-Enterprise API-PROD-PROB,,,Revenue Generating,Grace Chorey,Grace Chorey,Application Production Support,PADMA NEELAGARU,admin,"CI ID: SNSVC0003997; Name: ROOMDETAILS-MS - Perf - (AS); Alias: ; Approval group: Incident-Mgmt-DigitalAndReservations-L2-APPRV; Managed by: Grace Chorey; Support group: IncidentMgmt-Digital-L2-Support; Manufacturer/Vendor: ; Short Description: ""SPOTNANA is a new partner integrating with Marriott. Spotnana will integrate with MI ecosystem to s; Assigned to: Srinath Krishnareddy; Business criticality: Tier 3; Class: Tag-Based Application Service; Comments: Updated details as per RITM004282638; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: Core-Platform-Enterprise API-PROD Support; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: Core-Platform-Enterprise API-PROD-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: Revenue Generating; Service Executive : Grace Chorey; Service Owner: Grace Chorey; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: admin",249,2016
SNSVC0003991,ROOMDETAILS-MS - Test - (AS),,Incident-Mgmt-DigitalAndReservations-L2-APPRV,Grace Chorey,IncidentMgmt-Digital-L2-Support,,"""SPOTNANA is a new partner integrating with Marriott. Spotnana will integrate with MI ecosystem to support small and medium business with hotel booking on participant properties. 
Created 3 new Microservices (MPA-MS, Offers-MS, Roomdetails-MS) will be accessed by spotnana clients through Marriott Akana APC Gateway:
1.MPA-MS (Multi Property Availability): Rates & Availability by property.
2.Offers-MS : Terms & Conditions
3.Room details-MS- Roomtype details 
Additionally, we are reusing microservices which is built for Cityexpress with small enhancements
4.SPA-MS(Single Property Availability) : Rates & Availability by property.
5.Reservation-MS : Create, Read, Update & Delete Trip.
New Microservices will call internally V2 EAPIs. New API request/response is MMF compatible
EKS :tip-platform
EKS Cluster & Namespace:
LLE Clusters:
 mi-lz-dc-foundational-tip-dev 110576833572
mi-lz-dc-foundational-tip-test 597351379612
mi-lz-dc-foundational-tip-perf 806717236186 
LLE Namespace: tip-platform 
Prod Cluster: mi-lz-dc-foundational-tip-prod 466623320682 
Namespace: foundational-tip-prod1""

APS-Config-TM = Padma Neelagaru
B2B Status = Completed
Simple Dependency Status = Completed
Service Map Status = Completed
",Srinath Krishnareddy,Tier 3,Tag-Based Application Service,Updated details as per RITM004282638,Internal,lnric753,global,Core-Platform-Enterprise API-PROD Support,,ProblemManager_APS-PROB,Core-Platform-Enterprise API-PROD-PROB,,,Revenue Generating,Grace Chorey,Grace Chorey,Application Production Support,PADMA NEELAGARU,admin,"CI ID: SNSVC0003991; Name: ROOMDETAILS-MS - Test - (AS); Alias: ; Approval group: Incident-Mgmt-DigitalAndReservations-L2-APPRV; Managed by: Grace Chorey; Support group: IncidentMgmt-Digital-L2-Support; Manufacturer/Vendor: ; Short Description: ""SPOTNANA is a new partner integrating with Marriott. Spotnana will integrate with MI ecosystem to s; Assigned to: Srinath Krishnareddy; Business criticality: Tier 3; Class: Tag-Based Application Service; Comments: Updated details as per RITM004282638; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: Core-Platform-Enterprise API-PROD Support; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: Core-Platform-Enterprise API-PROD-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: Revenue Generating; Service Executive : Grace Chorey; Service Owner: Grace Chorey; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: admin",249,2017
SNSVC0005039,SailPoint IdentityIQ - Dev,,IAM-Governance-APPRV,Audrey Mae Roque,Service Desk-ENG-L1,,,Srinivas Rudru,Tier 5,Tag-Based Application Service,,Internal,lnric753,global,,,,,,,,James Terretta,Katharine Blood,Application Production Support,INDIRA SIVARCHAKA,admin,CI ID: SNSVC0005039; Name: SailPoint IdentityIQ - Dev; Alias: ; Approval group: IAM-Governance-APPRV; Managed by: Audrey Mae Roque; Support group: Service Desk-ENG-L1; Manufacturer/Vendor: ; Short Description: ; Assigned to: Srinivas Rudru; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : James Terretta; Service Owner: Katharine Blood; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: admin,173,2018
SNSVC0005045,SailPoint IdentityIQ - Perf,,IAM-Governance-APPRV,Audrey Mae Roque,Service Desk-ENG-L1,,,Srinivas Rudru,Tier 5,Tag-Based Application Service,,Internal,lnric753,global,,,,,,,,James Terretta,Katharine Blood,Application Production Support,INDIRA SIVARCHAKA,admin,CI ID: SNSVC0005045; Name: SailPoint IdentityIQ - Perf; Alias: ; Approval group: IAM-Governance-APPRV; Managed by: Audrey Mae Roque; Support group: Service Desk-ENG-L1; Manufacturer/Vendor: ; Short Description: ; Assigned to: Srinivas Rudru; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : James Terretta; Service Owner: Katharine Blood; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: admin,173,2019
SNSVC0005036,SailPoint IdentityIQ - Prod,,IAM-Governance-APPRV,Audrey Mae Roque,Service Desk-ENG-L1,,,Srinivas Rudru,Tier 2,Tag-Based Application Service,,Internal,lnric753,global,,,,,,,,James Terretta,Katharine Blood,Application Production Support,INDIRA SIVARCHAKA,admin,CI ID: SNSVC0005036; Name: SailPoint IdentityIQ - Prod; Alias: ; Approval group: IAM-Governance-APPRV; Managed by: Audrey Mae Roque; Support group: Service Desk-ENG-L1; Manufacturer/Vendor: ; Short Description: ; Assigned to: Srinivas Rudru; Business criticality: Tier 2; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : James Terretta; Service Owner: Katharine Blood; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: admin,173,2020
SNSVC0005043,SailPoint IdentityIQ - Stg,,IAM-Governance-APPRV,Audrey Mae Roque,Service Desk-ENG-L1,,,Srinivas Rudru,Tier 5,Tag-Based Application Service,,Internal,lnric753,global,,,,,,,,James Terretta,Katharine Blood,Application Production Support,INDIRA SIVARCHAKA,admin,CI ID: SNSVC0005043; Name: SailPoint IdentityIQ - Stg; Alias: ; Approval group: IAM-Governance-APPRV; Managed by: Audrey Mae Roque; Support group: Service Desk-ENG-L1; Manufacturer/Vendor: ; Short Description: ; Assigned to: Srinivas Rudru; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : James Terretta; Service Owner: Katharine Blood; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: admin,174,2021
SNSVC0005041,SailPoint IdentityIQ - Test,,IAM-Governance-APPRV,Audrey Mae Roque,Service Desk-ENG-L1,,,Srinivas Rudru,Tier 5,Tag-Based Application Service,,Internal,lnric753,global,,,,,,,,James Terretta,Katharine Blood,Application Production Support,INDIRA SIVARCHAKA,admin,CI ID: SNSVC0005041; Name: SailPoint IdentityIQ - Test; Alias: ; Approval group: IAM-Governance-APPRV; Managed by: Audrey Mae Roque; Support group: Service Desk-ENG-L1; Manufacturer/Vendor: ; Short Description: ; Assigned to: Srinivas Rudru; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : James Terretta; Service Owner: Katharine Blood; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: admin,173,2022
CI083132142,search-app,,,,,,Service Map Status = New,,Tier 2,Tag-Based Application Service,Updated as per RITM004282638,,ezhai301,global,,,ProblemManager_APS-PROB,,,,,Grace Chorey,Grace Chorey,Application Production Support,PADMA NEELAGARU,admin,CI ID: CI083132142; Name: search-app; Alias: ; Approval group: ; Managed by: ; Support group: ; Manufacturer/Vendor: ; Short Description: Service Map Status = New; Assigned to: ; Business criticality: Tier 2; Class: Tag-Based Application Service; Comments: Updated as per RITM004282638; Consumer type: ; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: ; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Grace Chorey; Service Owner: Grace Chorey; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: admin,163,2023
SNSVC0003019,Single Pane of Glass - APP - Dev - (AS),SPOGAPP,MGP-SPOG-APPRV,Abhishek Chakraborti,MGP-SPOG-Support-US-CAN,,"SPOGAPP

Service Map Status = Waiting on Customer",,Tier 5,Tag-Based Application Service,,Internal,ezhai301,global,,Single Pane of Glass - APP,ProblemManager_APS-PROB,MGP-SPOG-PROB,,,,Jayesh Amdekar,Abhishek Chakraborti,Application Production Support,Robert Campbell,admin,"CI ID: SNSVC0003019; Name: Single Pane of Glass - APP - Dev - (AS); Alias: SPOGAPP; Approval group: MGP-SPOG-APPRV; Managed by: Abhishek Chakraborti; Support group: MGP-SPOG-Support-US-CAN; Manufacturer/Vendor: ; Short Description: SPOGAPP

Service Map Status = Waiting on Customer; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: Single Pane of Glass - APP; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: MGP-SPOG-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Jayesh Amdekar; Service Owner: Abhishek Chakraborti; Service Team: Application Production Support; Supported by: Robert Campbell; Updated by: admin",220,2024
SNSVC0003021,Single Pane of Glass - APP - Staging - (AS),SPOGAPP,MGP-SPOG-APPRV,Abhishek Chakraborti,MGP-SPOG-Support-US-CAN,,Service Map Status = Waiting on Customer,,Tier 5,Tag-Based Application Service,,Internal,ezhai301,global,,Single Pane of Glass - APP,ProblemManager_APS-PROB,MGP-SPOG-PROB,,,,Jayesh Amdekar,Abhishek Chakraborti,Application Production Support,Robert Campbell,admin,CI ID: SNSVC0003021; Name: Single Pane of Glass - APP - Staging - (AS); Alias: SPOGAPP; Approval group: MGP-SPOG-APPRV; Managed by: Abhishek Chakraborti; Support group: MGP-SPOG-Support-US-CAN; Manufacturer/Vendor: ; Short Description: Service Map Status = Waiting on Customer; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: Single Pane of Glass - APP; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: MGP-SPOG-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Jayesh Amdekar; Service Owner: Abhishek Chakraborti; Service Team: Application Production Support; Supported by: Robert Campbell; Updated by: admin,216,2025
SNSVC0003781,Single Pane of Glass - APP - Test - (AS),SPOGAPP,MGP-SPOG-APPRV,Abhishek Chakraborti,MGP-SPOG-Support-US-CAN,,Service Map Status = Waiting on Customer,,Tier 5,Tag-Based Application Service,,Internal,ezhai301,global,,Single Pane of Glass - APP,ProblemManager_APS-PROB,MGP-SPOG-PROB,,,,Jayesh Amdekar,Abhishek Chakraborti,Application Production Support,Robert Campbell,admin,CI ID: SNSVC0003781; Name: Single Pane of Glass - APP - Test - (AS); Alias: SPOGAPP; Approval group: MGP-SPOG-APPRV; Managed by: Abhishek Chakraborti; Support group: MGP-SPOG-Support-US-CAN; Manufacturer/Vendor: ; Short Description: Service Map Status = Waiting on Customer; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: Single Pane of Glass - APP; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: MGP-SPOG-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Jayesh Amdekar; Service Owner: Abhishek Chakraborti; Service Team: Application Production Support; Supported by: Robert Campbell; Updated by: admin,215,2026
SNSVC0004665,Single Pane of Glass - HINT - Dev - (AS),SPOG-HINT,MGP-SPOG-APPRV,Abhishek Chakraborti,MGP-SPOG-Support-US-CAN,,"SPOGAPP Service Map Status = Waiting on Customer
",,Tier 5,Tag-Based Application Service,,Internal,lnric753,global,,Single Pane of Glass - HINT - Prod - (AS),ProblemManager_APS-PROB,MGP-SPOG-PROB,,,,Jayesh Amdekar,Abhishek Chakraborti,Application Production Support,Robert Campbell,admin,CI ID: SNSVC0004665; Name: Single Pane of Glass - HINT - Dev - (AS); Alias: SPOG-HINT; Approval group: MGP-SPOG-APPRV; Managed by: Abhishek Chakraborti; Support group: MGP-SPOG-Support-US-CAN; Manufacturer/Vendor: ; Short Description: SPOGAPP Service Map Status = Waiting on Customer; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: ; Parent: Single Pane of Glass - HINT - Prod - (AS); Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: MGP-SPOG-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Jayesh Amdekar; Service Owner: Abhishek Chakraborti; Service Team: Application Production Support; Supported by: Robert Campbell; Updated by: admin,226,2027
SNSVC0004661,Single Pane of Glass - HINT - Staging - (AS),SPOG-HINT,MGP-SPOG-APPRV,Abhishek Chakraborti,MGP-SPOG-Support-US-CAN,,"SPOGAPP Service Map Status = Waiting on Customer
",,Tier 5,Tag-Based Application Service,,Internal,lnric753,global,,Single Pane of Glass - HINT - Prod - (AS),ProblemManager_APS-PROB,MGP-SPOG-PROB,,,,Jayesh Amdekar,Abhishek Chakraborti,Application Production Support,Robert Campbell,admin,CI ID: SNSVC0004661; Name: Single Pane of Glass - HINT - Staging - (AS); Alias: SPOG-HINT; Approval group: MGP-SPOG-APPRV; Managed by: Abhishek Chakraborti; Support group: MGP-SPOG-Support-US-CAN; Manufacturer/Vendor: ; Short Description: SPOGAPP Service Map Status = Waiting on Customer; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: ; Parent: Single Pane of Glass - HINT - Prod - (AS); Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: MGP-SPOG-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Jayesh Amdekar; Service Owner: Abhishek Chakraborti; Service Team: Application Production Support; Supported by: Robert Campbell; Updated by: admin,227,2028
SNSVC0004663,Single Pane of Glass - HINT - Test - (AS),SPOG-HINT,MGP-SPOG-APPRV,Abhishek Chakraborti,MGP-SPOG-Support-US-CAN,,"SPOGAPP Service Map Status = Waiting on Customer
",,Tier 5,Tag-Based Application Service,,Internal,lnric753,global,,Single Pane of Glass - HINT - Prod - (AS),ProblemManager_APS-PROB,MGP-SPOG-PROB,,,,Jayesh Amdekar,Abhishek Chakraborti,Application Production Support,Robert Campbell,admin,CI ID: SNSVC0004663; Name: Single Pane of Glass - HINT - Test - (AS); Alias: SPOG-HINT; Approval group: MGP-SPOG-APPRV; Managed by: Abhishek Chakraborti; Support group: MGP-SPOG-Support-US-CAN; Manufacturer/Vendor: ; Short Description: SPOGAPP Service Map Status = Waiting on Customer; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: lnric753; Domain: global; Managed By Group: ; Parent: Single Pane of Glass - HINT - Prod - (AS); Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: MGP-SPOG-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Jayesh Amdekar; Service Owner: Abhishek Chakraborti; Service Team: Application Production Support; Supported by: Robert Campbell; Updated by: admin,226,2029
SNSVC0002951,SPA-MS - (AS),SPA-MS -PROD,Incident-Mgmt-DigitalAndReservations-L2-APPRV,Grace Chorey,IncidentMgmt-Digital-L2-Support,,"Single property availability microservice for M&A project (under City Express). 
SPA-MS is a child service under Enterprise API Platform.
City Express is a new acquisition that has about 150 plus properties (most of them located in Mexico) with 17.5K rooms and will be setup as a new brand (XE). 
Created 2 new Microservices (SPA-MS, Reservation -MS) will be accessed by F2GO & City Access clients through Marriott Akana Gateway:
SPA-MS(Single Property Availability)-MS: Rates & Availability by property.

confluence Links:
 https://confluence.marriott.com/display/CEAPI/Platform+Microservices+Capabilities+in+EKS+cluster
SPA :https://confluence.marriott.com/pages/viewpage.action?pageId=389629881
https://confluence.marriott.com/display/APIPLAT/Reservation+MMF+Microservice

OSE : reservationmmf-apigreenprod1, reservationmmf-apiblueprod1
EKS :tip-platform
EKS Cluster & Namespace:
LLE Clusters:
 mi-lz-dc-foundational-tip-dev 110576833572
mi-lz-dc-foundational-tip-test 597351379612
mi-lz-dc-foundational-tip-perf 806717236186
 
LLE Namespace: tip-platform
 
Prod Cluster: mi-lz-dc-foundational-tip-prod 466623320682
 
Namespace: foundational-tip-prod1

Service Map Status = Completed",,Tier 3,Tag-Based Application Service,Updated details as per RITM004282638,Internal,ezhai301,global,,,ProblemManager_APS-PROB,Core-Platform-Enterprise API-PROD-PROB,,,Revenue Generating,Grace Chorey,Grace Chorey,Application Production Support,PADMA NEELAGARU,admin,"CI ID: SNSVC0002951; Name: SPA-MS - (AS); Alias: SPA-MS -PROD; Approval group: Incident-Mgmt-DigitalAndReservations-L2-APPRV; Managed by: Grace Chorey; Support group: IncidentMgmt-Digital-L2-Support; Manufacturer/Vendor: ; Short Description: Single property availability microservice for M&A project (under City Express). 
SPA-MS is a child s; Assigned to: ; Business criticality: Tier 3; Class: Tag-Based Application Service; Comments: Updated details as per RITM004282638; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: Core-Platform-Enterprise API-PROD-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: Revenue Generating; Service Executive : Grace Chorey; Service Owner: Grace Chorey; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: admin",234,2030
SNSVC0002953,SPA-MS - Dev - (AS),,Incident-Mgmt-DigitalAndReservations-L2-APPRV,SIVAKUMAR KARUPPIAH,CorePlatformsEngineering-Enterprise-API,,"This is a Business Service for the SPA Microservice under City Express in Dev 

Namespace: tip-platform

Service Map Status = Completed",,Tier 5,Tag-Based Application Service,,Internal,ezhai301,global,,,ProblemManager_APS-PROB,Core-Platform-Enterprise API-PROD-PROB,,,,Devesh Arora,Gurdeep Batra,Application Production Support,PADMA NEELAGARU,admin,"CI ID: SNSVC0002953; Name: SPA-MS - Dev - (AS); Alias: ; Approval group: Incident-Mgmt-DigitalAndReservations-L2-APPRV; Managed by: SIVAKUMAR KARUPPIAH; Support group: CorePlatformsEngineering-Enterprise-API; Manufacturer/Vendor: ; Short Description: This is a Business Service for the SPA Microservice under City Express in Dev 

Namespace: tip-platf; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: Core-Platform-Enterprise API-PROD-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Devesh Arora; Service Owner: Gurdeep Batra; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: admin",225,2031
SNSVC0002955,SPA-MS - Perf - (AS),,Incident-Mgmt-DigitalAndReservations-L2-APPRV,SIVAKUMAR KARUPPIAH,CorePlatformsEngineering-Enterprise-API,,"SPA is a Microservice under City Express-MGP

Service Map Status = Completed",,Tier 5,Tag-Based Application Service,,Internal,ezhai301,global,,,ProblemManager_APS-PROB,Core-Platform-Enterprise API-PROD-PROB,,,,Devesh Arora,Gurdeep Batra,Application Production Support,PADMA NEELAGARU,admin,"CI ID: SNSVC0002955; Name: SPA-MS - Perf - (AS); Alias: ; Approval group: Incident-Mgmt-DigitalAndReservations-L2-APPRV; Managed by: SIVAKUMAR KARUPPIAH; Support group: CorePlatformsEngineering-Enterprise-API; Manufacturer/Vendor: ; Short Description: SPA is a Microservice under City Express-MGP

Service Map Status = Completed; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: Core-Platform-Enterprise API-PROD-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Devesh Arora; Service Owner: Gurdeep Batra; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: admin",219,2032
SNSVC0002957,SPA-MS - Test - (AS),,Incident-Mgmt-DigitalAndReservations-L2-APPRV,SIVAKUMAR KARUPPIAH,CorePlatformsEngineering-Enterprise-API,,"SPA is a Microservice of Enterprise API, this is created under City Express.
SPA-MS - Test is a Lower env Business Service 

LLE Clusters:
mi-lz-dc-foundational-tip-test 597351379612
 
LLE Namespace: tip-platform

Service Map Status = Completed",,Tier 5,Tag-Based Application Service,,Internal,ezhai301,global,,,ProblemManager_APS-PROB,Core-Platform-Enterprise API-PROD-PROB,,,,Devesh Arora,Gurdeep Batra,Application Production Support,PADMA NEELAGARU,admin,"CI ID: SNSVC0002957; Name: SPA-MS - Test - (AS); Alias: ; Approval group: Incident-Mgmt-DigitalAndReservations-L2-APPRV; Managed by: SIVAKUMAR KARUPPIAH; Support group: CorePlatformsEngineering-Enterprise-API; Manufacturer/Vendor: ; Short Description: SPA is a Microservice of Enterprise API, this is created under City Express.
SPA-MS - Test is a Lowe; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: Core-Platform-Enterprise API-PROD-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Devesh Arora; Service Owner: Gurdeep Batra; Service Team: Application Production Support; Supported by: PADMA NEELAGARU; Updated by: admin",227,2033
SNSVC0003009,Squad Y -Res Domain - (AS),,MGP-Res-Domain-Services-APPRV,Deepti Purohit,MGP-Res-Domain-Services-Non-Prod-Dev,,Service Map Status = Completed,,Tier 3,Tag-Based Application Service,,Internal,ezhai301,global,,Squad Y -Res Domain - (AS),ProblemManager_APS-PROB,MGP-Res-Domain-Services-PROB,,,Revenue Generating,Devesh Arora,Christopher Stoltz,Application Production Support,INDIRA SIVARCHAKA,admin,CI ID: SNSVC0003009; Name: Squad Y -Res Domain - (AS); Alias: ; Approval group: MGP-Res-Domain-Services-APPRV; Managed by: Deepti Purohit; Support group: MGP-Res-Domain-Services-Non-Prod-Dev; Manufacturer/Vendor: ; Short Description: Service Map Status = Completed; Assigned to: ; Business criticality: Tier 3; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: Squad Y -Res Domain - (AS); Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: MGP-Res-Domain-Services-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: Revenue Generating; Service Executive : Devesh Arora; Service Owner: Christopher Stoltz; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: admin,220,2034
SNSVC0003011,Squad Y -Res Domain - Dev - (AS),,MGP-Res-Domain-Services-APPRV,Deepti Purohit,MGP-Res-Domain-Services-Non-Prod-Dev,,"Squad-Y services are part of Reservations Domain-MGP

Service Map Status = Completed",,Tier 5,Tag-Based Application Service,,Internal,ezhai301,global,,,ProblemManager_APS-PROB,MGP-Res-Domain-Services-PROB,,,,Devesh Arora,Christopher Stoltz,Application Production Support,INDIRA SIVARCHAKA,rcamp253,"CI ID: SNSVC0003011; Name: Squad Y -Res Domain - Dev - (AS); Alias: ; Approval group: MGP-Res-Domain-Services-APPRV; Managed by: Deepti Purohit; Support group: MGP-Res-Domain-Services-Non-Prod-Dev; Manufacturer/Vendor: ; Short Description: Squad-Y services are part of Reservations Domain-MGP

Service Map Status = Completed; Assigned to: ; Business criticality: Tier 5; Class: Tag-Based Application Service; Comments: ; Consumer type: Internal; Created by: ezhai301; Domain: global; Managed By Group: ; Parent: ; Problem Manager Group: ProblemManager_APS-PROB; Problem Owner Group: MGP-Res-Domain-Services-PROB; Product Owner Executive: ; Product Owner: ; Revenue Impact: ; Service Executive : Devesh Arora; Service Owner: Christopher Stoltz; Service Team: Application Production Support; Supported by: INDIRA SIVARCHAKA; Updated by: rcamp253",226,2035
