"u_ci_id","name","u_alias","short_description","support_group","managed_by_group","u_product_owners","parent","u_service_team","u_problem_owner_group","u_problem_manager_group","u_service_executive","owned_by","managed_by","change_control","assignment_group","u_product_owner_exe","manufacturer","assigned_to","sys_domain","comments","busines_criticality","sys_class_name","consumer_type","sys_created_by","u_revenue_impact","supported_by","sys_updated_by"
"BSN0002307","Arbicare","Arbicare","Arbicare is a UR company that will assist Marrriott's Risk Management manage and arbitrate workers compensation (WC) claims.","Risk-Management-Apps-Other","Risk-&-Vulnerability-Mgmt-Support","","","","RiskMgmtApps-PROB","","Justin Romine","Patricia Vranis","Patricia Vranis","Risk-Management-Apps-APPRV-AMER","","","","Maurice Gikima","global","","Tier 3","Business Service","Internal","ijess202","Revenue Impacting (Non-Revenue Generating)","","pvran014"
"CI000007908","Risk Konnect - Vault","Vault","Risk Mgt reporting portal, insurance, global safety, incident reporting","Service Desk-ENG-L1","","","","","RiskMgmtApps-PROB","","Sanchita Sarkar","Patricia Vranis","Bruce Nguyen","Risk-Management-Apps-APPRV-AMER","","","","","global","","Tier 4","Business Service","","kabinaya","None","","pvran014"
"CI000007907","Risk Management - iVOS","iVOS","Claims management application.","Service Desk-ENG-L1","","","","","RiskMgmtApps-PROB","","Sanchita Sarkar","Patricia Vranis","Bruce Nguyen","Risk-Management-Apps-APPRV-AMER","","","","","global","","Tier 3","Business Service","","kabinaya","None","","pvran014"
"CI038402776","Risk Management - Prepared Fusion","Prepared Fusion","","Risk-Management-Apps-Other","","","","Corporate Systems","RiskMgmtApps-PROB","","Sanchita Sarkar","Patricia Vranis","Patricia Vranis","Risk-Management-Apps-APPRV-AMER","","","Fusion","","global","","Tier 2","Business Service","","qdtra087","None","","pvran014"
"CI025948575","iVOS/CE","","** Based on this note from Patricia, all relationships between IVOS and any hardware removed.
From: Vranis, Patricia <Patricia.Vranis@marriott.com> 
Sent: Tuesday, May 30, 2023 4:36 PM
To: Howard, Jeff <Jeff.Howard@marriott.com>
Subject: FW: ServiceNow - remove my group-->Risk-Management-Apps-APPRV-AMER 

Hi Jeff,
Hope you are doing well!
I need some guidance.  I would like to remove my group (Risk-Management-Apps-APPRV-AMER ) from change request approval lists.  Based on Esther's recommendation below, I need to reach out to the Change Coordinator.   However I'm not sure who that is.

Let me explain….  We recently went to a vendor hosted model for our data and no longer hosted at Marriott for our iVOS application data.  So, I should not be approving for server changes, patches, etc.  How do I get me Group removed ?
***
Claims adminstration system used by 6 regional offices and HQ to manage and administer workers comp (WC), general liability (GL), auto liability (AL) and employment practices liability insured (EPLI) claims. The system is also used for meeting CMS reporting requirements.
Ventiv - version 4.4.3.26
Software Vendor:  Ventiv

Entry point:   https://ivoscc.marriott.com/ivos

Business Owner:  Steve Perroots
","Risk-Management-Apps-Other","","","","Corporate Systems","RiskMgmtApps-PROB","","Sanchita Sarkar","Patricia Vranis","Patricia Vranis","Risk-Management-Apps-APPRV-AMER","","","Riskonnect Inc.","Eva Peter","global","MAP","Tier 3","Business Service","","jbhow340","None","","pvran014"
"CI083070809","Local Fileshare Access","","US/Canada - On Property Support - Request to gain access to SharePoint, Shard Driver, or Dept folder.","Service Desk-ENG-L1","","","","US/Can - iT Support","","","David Samuel","David Samuel","Bruce Nguyen","GWS-Conf&Collab-APPRV","","","","","global","","2 - somewhat critical","Application Service","","ijess202","None","","qdtra087"
"CI008022407","Full Service PMS Development ","","","PMS-FSPMS-Help-Desk-Support","","","","GO & Empower App Dev & Support","","ProblemManager_APS-PROB","Jared Spindler","Nicholas Bulmer","William Amland","PMS-FSPMS-TECHNICAL-HELP-DESK-SUPPORT-APPRV-US-CAN","","","","","global","","2 - somewhat critical","Business Application","","ezhai301","None","","qdtra087"
"CI000007881","SecureCRT","","Name updated per Dave De Seve","ICD-Private-Cloud-Infrastructure","","","","Infrastructure – IaaS","","","Adnan Haq","Rex Stevens","Saket Goenka","ICD-Private-Cloud-Infrastructure-APPRV","","Jared Spindler","","","global","CI updated as per: RITM003806166","4 - not critical","Business Service","","kabinaya","Revenue Generating","","qdtra087"
"BSN0001659","SDCombo","","","GWS-EUC-End-User-Tools-Support","","","","","","","Robert Peterscheck","Roald Keith","Cherilyn Easterwood","GWS-Workplace & End User Applications-APPRV","","","","","global","","Tier 3","Business Service","Internal","ijess202","None","","rakei196"
"BSN0002019","MBOP Exporter Scheduler","MBOP Exporter","MBOP Exporter Scheduler is batch application which at a regular interval get offer data from MBOP Salesforce Lightning application and generates the Offer Feed to MBOP Endeca, MDP and Koddi (External Paid Media)
MBOP Offers Exporter Scheduler will replace the existing SFMC Automation Studio

.........................................................................................................................................................

Top 25 = Yes
Revenue Generating = Yes
APS-Config-TM = Padma Neelagaru
B2B Status = Complete
Simple Dependency Status = Complete
Service Map Status = NA","Digital-Offers-Platform-Dev","","","","Application Production Support","","ProblemManager_APS-PROB","Saurabh Narula","Diana Soeparta","Sameer Joshi","Digital-Offers-Platform-APPRV","","","","","global","CI updated as per: RITM002597962","Tier 3","Business Service","Internal","ijess202","Revenue Generating","PADMA NEELAGARU","rcamp253"
"BSN0002707","Salesforce - Net Zero Cloud - ESG Reporting","NZC","Marriott is preparing for statutory ESG reporting and the data and systems architecture required for compliance. This is a cross-functional project with stakeholders across the organization and new and existing technology systems.? The ESG reporting is critical for generating timely, accurate disclosures. To achieve that, we will be bringing data from other source systems to NZC- Salesforce application for generating reports based on available data in the system.","Salesforce-NZC-L3-Support","Salesforce-NZC-L3-Support","","","Application Production Support","Salesforce-NZC-PROB","","Muhammad Butt","Jeremy Plesser","Jeremy Plesser","Salesforce-NZC-APPRV","","","","Saifullah Syed","global","CI updated as per: RITM003723358","Tier 2","Business Service","Internal","pgarg688","None","","rcamp253"
"BSN0002155","MDP UAI","MDP UAI","MDM ACCOUNT TRACKING

Service Map Status = New","SRW-Support","","","","Application Production Support","DataWarehouseApps-PROB","ProblemManager_APS-PROB","Daniel Macdonald","Pranesh Halder","Nawfal Mouhajar","SRW-APPRV","","","","","global","","Tier 5","Business Service","Internal","ijess202","None","Robert Campbell","rcamp253"
"BSN0003072","IMPACT","Integrated Management for Performance and Contribution Tracking ","Performance Management Tool for Revenue Management Associates in APEC","APEC-IMPACT-Support-AP","APEC-IMPACT-Support-AP","","","","","","Michelle Hui Min Ng","Aratrika Samanta","Aratrika Samanta","AP-Performance-Services-Approval-Grp-APPRV-AP","","","","Aratrika Samanta","global","","Tier 3","Calculated Application Service","Internal","pgarg688","Revenue Impacting (Non-Revenue Generating)","","rcamp253"
"BSN0002455","SmartBear","","Service Map Status = New","Core-Platform-Enterprise API-PROD Support","Core-Platform-Enterprise API-PROD Support","","","Application Production Support","","ProblemManager_APS-PROB","Devesh Arora","Gurdeep Batra","Gurdeep Batra","CorePlatformEngineering-APPRV-US-CAN","","","","","global","","Tier 3","Business Service","Internal","pgarg688","None","PADMA NEELAGARU","rcamp253"
"BSN0002689","PMS-HotelOps-FODS","FODS","Service Map Status = Waiting on Customer","MGP-HOPS-FODS-Support-US-CAN","MGP-HOPS-FODS-Support-US-CAN","","PMS-HotelOps-FODS - (AS)","Application Production Support","MGP-HOPS-FODS-PROB","ProblemManager_APS-PROB","Syed Asad","Ribesh Thapa","Neha Verma","MGP-HOPS-FODS-APPRV-US-CAN","","","","","global","","Tier 1","Business Service","Internal","pgarg688","Revenue Generating","Robert Campbell","rcamp253"
"BSN0001085","Adobe Experience Manager - Platform","AEM","This team is responsible for building capabilities and functionalities which are reusable across different projects within AEM platform. In addition, this team is responsible for building pages which consists of common functionalities which can be reused by other AEM teams
Developed new pages for Branded Web Check In on AEM Environment
The existing Web Check In functionality on ARIES environment will be moved to AEM Platform. This also includes enablement of brand experience on 3 Web Check In pages:
1. 4 Factor Page
2. Check In Details Page
3. Confirmation Page
For More Details; https://confluence.marriott.com/display/FLAG/Branded+Contactless+Web+Check-In
.............................................................................................................................................................................................
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Marketing & Loyalty
APS-Config-TM = Padma Neelagaru
B2B Status = Complete
Simple Dependency Status = Complete
Service Map Status = NA
Validated = 
VBy = Imran Tanaji","MI-MCOM-AEM-PLATFORM-Dev","","","Adobe Experience Manager - Platform","Application Production Support","","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Adam Grudzien","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","Updated details as per RITM004282638","Tier 3","Business Service","Internal","ezhai301","Revenue Generating","PADMA NEELAGARU","rcamp253"
"BSN0002457","Times World Information Technology LLC","3rd Party","Vendor of Content Hub CMS

Service Map Status = New","CMS-Content-Hub-Support","CMS-Content-Hub-Support","","","Application Production Support","CMS-Content-Hub-PROB","ProblemManager_APS-PROB","Andrew Watson","Giles Perry","Sumeer Ibrahim","CMS-Content-Hub-APPRV","","","","Sumeer Ibrahim","global","","Tier 4","Business Service","Internal","ijess202","None","PADMA NEELAGARU","rcamp253"
"BSN0001857","System 6000","Saflok","Saflok System 6000","DGSAS-ESCALATIONS","DGSAS-ESCALATIONS","","","Application Production Support","","","Clyde Jarvis","Jesus Lopez","Jesus Lopez","DGSAS-Escalations-Apprv-APPRV-US-CAN","","","","Jesus Lopez","global","CI updated as per: RITM002329745","Tier 5","Business Service","Internal","ijess202","None","Robert Campbell","rcamp253"
"BSN0001877","Carabao Service ","3rd Party","Carabao service does transliteration to english language from non latin languages : eg  chinese to english.

Top 25 = Yes
Revenue Generating = No
APS-Config-TM = Padma Neelagaru
B2B Status = Complete
Simple Dependency Status = Complete
Service Map Status = NA
","Core-Platform-Enterprise API-PROD Support","","","","Application Production Support","","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Srinath Krishnareddy","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","Updated details as per RITM004282638","Tier 3","Business Service","Internal","ijess202","None","PADMA NEELAGARU","rcamp253"
"BSN0001361","Adobe Experience Platform","AEP","THIS IS A PILOT

This is not official and not being tracked right now.  There is infrastructure and B2B dependencies but this service is still in test phase.

Adobe Experience Manager (AEM) is Marriott's new digital experience platform.  AEM brings content management system (CMS) and digital asset management (DAM) together — in one place.  

https://confluence.marriott.com/display/IM/Architecture+-+AEM
=========================================================================================
app = adobeexperienceplatform
environment = prod,dev,test,perf
Top 25 = Yes

Service Map Status = NA","IncidentMgmt-Digital-L2-Support","","","Adobe Experience Platform","Application Production Support","","ProblemManager_APS-PROB","Syed Asad","Kyle Rosel","Subha Krishnan","MI-CDP-PLATFORM-APPRV","","","","","global","","Tier 4","Business Service","Internal","ijess202","Revenue Generating","Robert Campbell","rcamp253"
"BSN0002979","Amadeus Central Reservations System (ACRS)","ACRS","ACRS is the Amadeus Central Reservation System under Reservations Domain

Service Map Status = NA","ACRS-Support-US-CAN","ACRS-Support-US-CAN","","","Application Production Support","ACRS-PROB","ProblemManager_APS-PROB","Jason Eilers","Nicholas Fletcher","Oren Kalderon","ACRS-APPRV","","","","","global","","Tier 1","Business Service","Internal","pgarg688","Revenue Generating","INDIRA SIVARCHAKA","rcamp253"
"BSN0001351","PCT Portal","Property Conversion Portal","PCT Portal- It's an online portal for onboarding any new property into CI and enable them for group bookings. It is primary responsible for converting the properties into CI and also assist in brand conversion for a property.
 It is deployed on AWS prod 13
https://ci-propertyconversionportal.marriott.com

..............................................................................................................
EAA Master ID = 
Original 70 = 
Original 70 ID = 
Top 25 = Yes
Revenue Generating = No
Business Domain = Sales & Revenue Management
APS-Config-TM = Padma Neelagaru
B2B Status = Completed
Simple Dependency Status = Completed
Service Map Status = Completed
Validated = 
VBy = SFAWeb-CI-Application-Level-2-Support","SFAWeb-CI-Application-Level-3-Support","","","","Application Production Support","Sales-IT-L3-Prob","ProblemManager_APS-PROB","Jeffrey Golding","Kimberly Burnett","Prakash Gupta","SFAWeb-CI-Run-APPRV","","","","Shailesh Sabne","global","","Tier 4","Business Service","Internal","ijess202","None","PADMA NEELAGARU","rcamp253"
"CI000620019","Marriott Rewards Warehouse","MRW","MRW - Marriott Rewards Warehouse is dataware house system used by rewards system. Marriott Rewards Warehouse contains customer data of both rewards and non-rewards. The Warehouse is fed mainly by the DB2/UGI operational system. There are data being retrieved from other external vendors which is being loaded into the warehouse. 
Daily, weekly and monthly ETL batches feeds the warehouse by fetching rewards data mostly from the rewards operational system.
The main contents of the warehouse are customer profile information. Rewards Warehouse is the consolidated repository of customer's data which in turn acts as a reporting feed for DSS (Decision Support Systems), Campaigns (Email and Postal) and Microstrategy tools. The data will be used for assessing the effectiveness of marketing systems by generating reports.
MRW Is a single store repository of SGI, UGI and other member/non-member Information. Provides Email Marketing and Reporting capabilities to Marriott Its also used to generate various property and partner billing invoices. Stats Mart, Campaign Data mart are used for different reporting purpose along with Liability which is used to calculate the points issued/redeemed/available with the customers.
Business Domain = Data & Personalization

Read more ..... https://confluence.marriott.com/pages/viewpage.action?pageId=170365633
================================================================
Revenue Generating = No
Service Map Status = NA
Validated = Oct 2024
Business Service Reviewed by Bhattacharjee, Nayan and Riman","Data-L3--MRW-ETL-Support","","","Marriott Rewards Warehouse","Application Production Support","","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Pranesh Halder","Incident-Mgmt-Consumer-Analytics-L2-APPRV","","","","Nayan Bhattacharjee","global","Details updated as per RITM004282655","4 - not critical","Business Service","","rthom260","None","Robert Campbell","rcamp253"
"CI000595785","eTools ","Group Housing Solutions"," eTools consists of the following applications :
Group List – located on eTools server page. 
Mini-Hotel Builder – this is hosted on the eTools server page
Read More : https://confluence.marriott.com/display/IM/eTools
================================================================
EAA Master ID = 200
Original 70 = Yes
Original 70 ID = 21
Top 25 = No
Revenue Generating = No
Business Domain = Web / M.com
APS-Config-TM = Padma Neelagaru
B2B Status = Completed
Simple Dependency Status = Completed
Service Map Status = Completed
Validated = 20210223
VBy = Digital-IT-L3-eConfo-bundle-Support","Digital-Products-eConfo-Bundle","","","","Application Production Support","","ProblemManager_APS-PROB","Chris Hunter","Jagadish Ganapathinedi","Umadevi Balasubramaniam","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","Sukanya Ramu","global","MAP                              
Updated details as per RITM004282638","Tier 3","Business Service","","dcasillo","None","PADMA NEELAGARU","rcamp253"
"BSN0001125","Adobe Experience Manager- Content Transformation Service","AEM","Content Transformation Service. The app consumes data from AEM and exposes content as a service for consumption by existing channels. This is a stand alone application hosted on marriott Network.
For More Details: https://confluence.marriott.com/pages/viewpage.action?pageId=228212396
https://confluence.marriott.com/display/WTACM/CTS+Infra+Details
................................................................................................................................................................................................................
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Marketing & Loyalty
APS-Config-TM = Padma Neelagaru
B2B Status = Complete
Simple Dependency Status = Complete
Service Map Status = NA
Validated = 
VBy = 
","IncidentMgmt-Digital-L2-Support","","","Adobe Experience Manager - Platform","Application Production Support","","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Grace Chorey","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","Updated details as per RITM004282638","Tier 1","Business Service","Internal","ijess202","Revenue Generating","PADMA NEELAGARU","rcamp253"
"CI000598086","Marriott Mobile Key","Kaba/Saflok, Onity, Assa Abloy","Mobile Key is made up of three components.
1) dormaKaba-LEGIC - LEGIC cloud credential services are not an application per se.  The services allow Marriott Bonvoy Mobile users to register their device for Mobile Key, retrieve a key credential from an on-property lock server, and transmit the credential to the guest device when requested by the guest.

2) Assa Abloy-SEOS - SEOS cloud credential services are not an application per se.  The services allow Marriott Bonvoy Mobile users to register their device for Mobile Key, retrieve a key credential from an on-property lock server, and transmit the credential to the guest device when requested by the guest.

3) Onity-SUPRA - SUPRA cloud credential services are not an application per se.  The services allow Marriott Bonvoy Mobile users to register their device for Mobile Key, retrieve a key credential from an on-property lock server, and transmit the credential to the guest device when requested by the guest.

Notes:
Marriott Mobile Key utilizing vendor DormaKaba (Saflok) as the vendor.

Documentation: https://confluence.marriott.com/display/IM/Mobile+Key

Update name to Marriott Mobile & Physical Key
================================================================

Service Map Status = NA
Validated = 20211101
VBy = Jesse Lopez","Application-Business-Process-Help-Desk-Support","DGSAS-ESCALATIONS","","Mobile Guest Services","Application Production Support","","ProblemManager_APS-PROB","Clyde Jarvis","Jesus Lopez","Shwu Ting Lun","Incident-Mgmt-GlobalOperations-L2-Support-APPRV","","","","","global","","Tier 2","Business Service","","dcasillo","None","Robert Campbell","rcamp253"
"CI060343718","Endeca-MBOP","NGOP","Endeca MBOP - Offers availablefor customers in near real-time, to meet demand. Increased availability of high-demand offers to customers. personalized offers, maximizing value and improved UX .
Data store and search Engine for the MBOP project which services the offers section of the Marriott.com website.

Read More : https://confluence.marriott.com/display/IM/NGOP
================================================================
EAA Master ID = 313
Original 70 = No
Original 70 ID = 8
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Web / M.com
APS-Config-TM = Padma Neelagaru
B2B Status = In Progress
Simple Dependency Status = In Progress
Service Map Status = NA
Validated = 20191115
VBy = Data-L3-DigitalContent--Support","Digital-IT-L3-OfferPlatform-Support","","","","Application Production Support","","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Grace Chorey","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","Updated details as per RITM004282638","Tier 1","Business Service","","mskwe395","Revenue Generating","PADMA NEELAGARU","rcamp253"
"BSN0002277","Databand","","Service Map Status = New","SRW-Support","","","","Application Production Support","","ProblemManager_APS-PROB","Daniel Macdonald","Daniel Macdonald","Nawfal Mouhajar","SRW-APPRV","","","","","global","","Tier 5","Business Service","Internal","ijess202","None","Robert Campbell","rcamp253"
"BSN0001461","Palvision Breakfast System BKKRC","","Palvision Breakfast System BKKRC","Palvision-Support-AP","","","","","","","Jira Jirakornkrit","Suthinun Sangthong","Suthinun Sangthong","Palvision-APPRV-AP","","","","","global","","Tier 1","Business Service","Internal","ijess202","None","","rcamp253"
"BSN0001837","Ambiance","","Ambiance lock system","DGSAS-ESCALATIONS","DGSAS-ESCALATIONS","","Ambiance","Application Production Support","","ProblemManager_APS-PROB","Clyde Jarvis","Jesus Lopez","Jesus Lopez","DGSAS-Escalations-Apprv-APPRV-US-CAN","","","","Jesus Lopez","global","CI updated as per: RITM002329744","Tier 5","Business Service","Internal","ijess202","None","Robert Campbell","rcamp253"
"BSN0001175","Cvent","3rd Party","Cvent – It is an external vendor who sends leads to CI for prospective group business.
This interface enables all sales associates and property who receive RFPs (Request for proposals) through Group echannels to respond effectively and quicker, which will drive increased closure, revenue and share for group business.
..............................................................................................................
EAA Master ID = 
Original 70 = 
Original 70 ID = 
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Sales & Revenue Management
APS-Config-TM = Padma Neelagaru
B2B Status = Complete
Simple Dependency Status = Complete
Service Map Status = NA
Validated = 
VBy = SFAWeb-CI-Application-Level-2-Support ","Application-Business-Process-Help-Desk-Support","","","","Application Production Support","","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Sumit Basu  ","IncidentMgmt-CI-L2-APPRV","","","","","global","Updated details as per RITM004282638","Tier 5","Business Service","Internal","ijess202","Revenue Generating","PADMA NEELAGARU","rcamp253"
"BSN0001865","Onity Gateway","","Onity Gateway","DGSAS-ESCALATIONS","DGSAS-ESCALATIONS","","","Application Production Support","","","Clyde Jarvis","Jesus Lopez","Jesus Lopez","DGSAS-Escalations-Apprv-APPRV-US-CAN","","","","Jesus Lopez","global","CI updated as per: RITM002329752","Tier 5","Business Service","Internal","ijess202","None","Robert Campbell","rcamp253"
"CI060343693","Loyalty - Mainframes","DO NOT USE","Child to Marriott Bonvoy 
Marriott Bonvoy drives revenue, stays and events at hotels worldwide. At the same time, it helps grow customer loyalty through personal recognition, benefits and rewards for staying with us. Loyalty offers huge business potential for our hotels and is one of our most important marketing strategies.

https://confluence.marriott.com/display/IM/Marriott+Rewards
================================================================
EAA Master ID = 124
Original 70 = No
Original 70 ID = NA
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Marketing & Loyalty
APS-Config-TM = Robert Campbell
Service Map Status = NA
Validated = 01-17-2020
VBy = BUILD TEAM (L3 TEAM)","Incident-Mgmt-Consumer-Analytics-L2-Support","Loyalty-IT-L3-Support","","","Application Production Support","Loyalty-IT-L3-PROB","ProblemManager_APS-PROB","Konda Yeduguri","Jeffrey Ecott","Peter Gullo","Incident-Mgmt-Consumer-Analytics-L2-APPRV","","","","James Overton Jr.","global","","Tier 2","Business Service","","ezhai301","Revenue Generating","Robert Campbell","rcamp253"
"CI060343694","Loyalty - Mainframes - Code","DO NOT USE","Child to Bonvoy Rewards
Marriott Bonvoy drives revenue, stays and events at hotels worldwide. At the same time, it helps grow customer loyalty through personal recognition, benefits and rewards for staying with us. Loyalty offers huge business potential for our hotels and is one of our most important marketing strategies.

https://confluence.marriott.com/display/IM/Marriott+Rewards
================================================================
EAA Master ID = 124
Original 70 = No
Original 70 ID = 34
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Marketing & Loyalty
APS-Config-TM = Robert Campbell
Service Map Status = NA
Validated = 01-17-2020
VBy = BUILD TEAM (L3 TEAM)","Incident-Mgmt-Consumer-Analytics-L2-Support","Loyalty-IT-L3-Support","","","Application Production Support","Loyalty-IT-L3-PROB","ProblemManager_APS-PROB","Konda Yeduguri","Jeffrey Ecott","Peter Gullo","Incident-Mgmt-Consumer-Analytics-L2-APPRV","","","","James Overton Jr.","global","","Tier 2","Business Service","","ezhai301","Revenue Generating","Robert Campbell","rcamp253"
"CI085742447","Adobe Experience Manager - HWS","AEM","This application is Hotel Websites hosted by AEM. 
The infra is both Marriott managed and managed by AEM.
================================================================
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Marketing & Loyalty
APS-Config-TM = Padma Neelagaru
B2B Status = In Progress
Simple Dependency Status = NA
Service Map Status = NA
Validated = 
VBy = ","IncidentMgmt-Digital-L2-Support","","","Adobe Experience Manager - Platform","Application Production Support","","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Grace Chorey","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","Priyanka Athavale","global","Service Team updated as  per RITM001658630 Updated details as per RITM004282638","Tier 2","Business Service","","ijess202","Revenue Generating","PADMA NEELAGARU","rcamp253"
"CI058465127","UGI-CIAM-User Store","DO NOT USE","Child to UGI Consumer Identity Access Management
Maintains credentials to provide access for Bonvoy Rewards members to their profiles to manage their hotel bookings.

https://confluence.marriott.com/pages/viewpage.action?pageId=166070663
================================================================
EAA Master ID = 305
Original 70 = No
Original 70 ID = 68
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Data & Personalization
APS-Config-TM = Robert Campbell
B2B Status = Completed
Simple Dependency Status = Completed
Service Map Status = NA
Validated = 
VBy = BUILD TEAM (L3 TEAM)","IncidentMgmt-Digital-L2-Support","","","UGI Consumer Identity Access Management","Application Production Support","UGI-PROB","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Grace Chorey","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","Updated details as per RITM004282638","Tier 1","Business Service","","ezhai301","Revenue Generating","Robert Campbell","rcamp253"
"CI083358127","ARIES-MBOP","Marriott Bonvoy Offers Platform NGOP","ARIES components (M.com front & backend) of the Marriott Bonvoy Offers Platform (MBOP).
Read More:  https://confluence.marriott.com/pages/viewpage.action?pageId=120679969

================================================================
EAA Master ID = 122
Original 70 = NO
Original 70 ID = 36
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Web / M.com
APS-Config-TM = Padma Neelagaru
B2B Status = Not Started
Simple Dependency Status = NA
Service Map Status = NA
Validated = 
VBy = Digital-IT-L3-MCOM-WEB-Support","Digital-IT-L3-OfferPlatform-Support","","","","Application Production Support","Digital-IT-L3-MCOM-WEB-PROB","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Grace Chorey","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","MAP                              
 Updated as per RITM004282638","Tier 1","Business Service","","hmcon148","Revenue Generating","PADMA NEELAGARU","rcamp253"
"BSN0002865","Agilysys Fleet Management","","Service Map Status = NA
Used to manage the infrastructure at a high level.","Agilysys-Stay-Interface-Dev-US-CAN","Agilysys-Stay-Interface-Dev-US-CAN","","","Application Production Support","Agilysys-Stay-Interface-PROB","ProblemManager_APS-PROB","Syed Asad","William Rosenberg","Adam Jones","Agilysys-Stay-Interface-APPRV-US-CAN","","","","","global","","Tier 1","Business Service","Internal","pgarg688","Revenue Impacting (Non-Revenue Generating)","Robert Campbell","rcamp253"
"BSN0002291","Reference Data Management","RDM","
Service Map Status = New","ICD-Public-Cloud-Platform","L3-MDP-Application-Operations","","","Application Production Support","","ProblemManager_APS-PROB","Julia Morrison","Terence Fangyen","Christopher Sagaert","ICD-Public-Cloud-APPRV","","","","","global","","Tier 3","Business Service","Internal","ijess202","Revenue Generating","Robert Campbell","rcamp253"
"CI058137483","UGI-Profile Services - Cassandra","DO NOT USE","Child to UGI-Profile Services (PS)
Ability to manage and govern a consumer's identity, access and consent controls, identity storage, tracking, and reporting.

Identity Administration
Access Control
Identity Repository & Directory Services
Audit & Compliance
Consent Management 
Manage Consumer Identity Data Based on Regional or Country Specific Rules


https://confluence.marriott.com/pages/viewpage.action?pageId=166070663
================================================================
EAA Master ID = 14
Original 70 = No
Original 70 ID = 69
Top 25 = Yes
Revenue Generating = Yes
Business Domain = Data & Personalization
APS-Config-TM = Robert Campbell
B2B Status = Completed
Simple Dependency Status = Completed
Service Map Status = NA
Validated = 
VBy = BUILD TEAM (L3 TEAM)","Data-L3-UGI-PS-Support","","","UGI-Profile Service","Application Production Support","UGI-PROB","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Grace Chorey","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","CI updated as per: RITM004297844 Updated details as per RITM004282638","Tier 2","Business Service","","hmcon148","Revenue Generating","Robert Campbell","rcamp253"
"BSN0001879","Digital Middleware Translation Service","Middleware Translation Service","Translation middleware service provides a generic offline translation capability to digital channels by consuming source(English) messages from Kafka(Marriott internal) and publishing translated messages into Kafka once translated.
OSE name space name: experience

Top 25 = Yes
Revenue Generating = Yes
APS-Config-TM = Padma Neelagaru
B2B Status = Complete
Simple Dependency Status = Complete
Service Map Status = NA","EXLN-Dev-US-CAN","","","","Application Production Support","","ProblemManager_APS-PROB","Jagadish Ganapathinedi","Sujeeth Kumar Boinpally","Sujeeth Kumar Boinpally","Incident-Mgmt-DigitalAndReservations-L2-APPRV","","","","","global","","Tier 2","Business Service","Internal","ijess202","Revenue Generating","PADMA NEELAGARU","rcamp253"
"CI000007951","Marriott Reservations Data Warehouse","MRDW","The Marriott Reservations Data Warehouse (MRDW) is the reporting system dedicated to provide reporting and analytical capabilities using Reservations Data from Marriott Automated Reservation System for Hotel Accommodations (MARSHA), and Additional Demand Data from the Additional Demand System. MRDW repository has the following features: 

•	Summarizes and details data for historical, current and future reservation transactions.
•	Serves as a key data source for other applications and corporate analysts. 
•	Contains Web Analytics Data for reporting and analysis.
•	Allows Marriott International to address cross-functional, cross-organization and cross-process reporting requirements and ensures data integrity across all reporting. 
Business Domain = Data & Personalization

Read more - https://confluence.marriott.com/display/IM/MRDW
===============================================================================
Service Map Status = Completed

Business Service Reviewed with App team ( Balappa and Senthil) in Oct 2024 ","MRDW-Help-Desk-Support","","","","Application Production Support","","ProblemManager_APS-PROB","Grace Chorey","Grace Chorey","Pranesh Halder","Incident-Mgmt-Consumer-Analytics-L2-APPRV","","","","Balappa Patil","global","MAP                                  
Details updated as per RITM004282655","Tier 2","Business Service","","kabinaya","None","Robert Campbell","rcamp253"
