"name","u_company","manager","u_group_category","description","vendors","u_location","u_location.company","sys_id"
"ORCA-Support-CALA","Marriott","Luis Calanche","Assignment","Provide support for the ORCA RFP Platform, used for GPNS bids","","","","8872d62e876be5987ce54045dabb353f"
"ORCA-Support-EMEA-APPRV","Marriott","Graeme Powell","Approval","To approve any changes to ORCA RFP platform","","","","e92cf63d978e315000e7f1021153afed"
"OSCAR-APPRV","TCS","Eric Coles","Approval","Approval group for OSCAR Application under Revenue Management Systems (RMS)","","","","973a9db6dbebba00b3375e65ce961956"
"OSCAR-Support-L3","TCS","Samantha Mcguinness","Assignment","Default ticket assignment group for OSCAR application support in the Revenue Management portfolio","","","","e73a9db6dbebba00b3375e65ce961993"
"OSR-Program-Management-CI-TY-Support-AMER","Marriott","Clare Barton","Assignment","CI/TY Program Management Team providing onsite and remote business support and training of existing hotels on CI/TY and SFAWeb.","","","","a121b859db03bf8058df12484b961935"
"owner-franchisees-deployment-Support-US-CAN","TCS","Mark Zamary","Assignment","This group is support owners and franchisees team","","","","6d0397f0c39352100b4d3df90501310c"
"OY-Child-Help-Desk-Support","Marriott","Jason Lupton","Assignment","The purpose of this  queue is to assign One Yield Helpdesk Child Incidents related to a Parent Incident. Allowing for the contact on the incident to get updates on their Child Incidents.","","","","4fc3c7ae47fe259058878a12736d4394"
"OY-Child-Tickets-HPP-Support","Marriott","Jason Lupton","Assignment","This request is to create new assignment group: OY-Child-Tickets-HPP
This assignment Group will be the child care queue for SNOW Group:   HPP-Support
The purpose of this assignment group is for the processing of INC tickets that are escalated from the Core One Yield Team to Technical Teams.","","","","6e5e309287c6ced0a83f87bd0ebb35e5"
"OY-Child-Tickets-Mindtree-Support","Marriott","Jason Lupton","Assignment","This request is to create new assignment group: OY-Child-Tickets-Mindtree
This assignment Group will be the child care queue for SNOW Group:   One-Yield-Elevate-Support-AMER
The purpose of this assignment group is for the processing of INC tickets that are escalated from the Core One Yield Team to Technical Teams.","","","","93ae309687c6ced0a83f87bd0ebb3514"
"OY-Child-Tickets-Predictive-Analytics-Support","Marriott","Jason Lupton","Assignment","This request is to create new assignment group: OY-Child-Tickets-Predictive-Analytics
This assignment Group will be the child care queue for SNOW Group:   One-Yield-Level-3-(OR)-Support
The purpose of this assignment group is for the processing of INC tickets that are escalated from the Core One Yield Team to Technical Teams.","","","","2d9ebc1687c6ced0a83f87bd0ebb35c9"
"OY-Child-Tickets-TCS-L2-Reservations-Support","Marriott","Jason Lupton","Assignment","This request is to create new assignment group: OY-Child-Tickets-TCS-L2-Reservations
This assignment Group will be the child care queue for SNOW Group:  IncidentMgmt-Reservations-L2-Support
The purpose of this assignment group is for the processing of INC tickets that are escalated from the Core One Yield Team to Technical Teams.","","","","52de381a87c6ced0a83f87bd0ebb35de"
"OY-Child-Tickets-TCS-L2-Revenue-Support","Marriott","Jason Lupton","Assignment","This request is to create new assignment group: OY-Child-Tickets-TCS-L2-Revenue
This assignment Group will be the child care queue for SNOW Group:  Incident-Mgmt-Consumer-Analytics-L2-Support
The purpose of this assignment group is for the processing of INC tickets that are escalated from the Core One Yield Team to Technical Teams.","","","","dafe349a87c6ced0a83f87bd0ebb35af"
"OY-Child-Tickets-TCS-L3-Support","Marriott","Jason Lupton","Assignment","This request is to create new assignment group: OY-Child-Tickets-TCS-L3
This assignment Group will be the child care queue for SNOW Group:   One-Yield-Support
The purpose of this assignment group is for the processing of INC tickets that are escalated from the Core One Yield Team to Technical Teams.","","","","f0ce38d687c6ced0a83f87bd0ebb35fb"
"OY-Child-Tickets-Tredence-Support","Marriott","Jason Lupton","Assignment","This request is to create new assignment group: OY-Child-Tickets-Tredence
This assignment Group will be the child care queue for SNOW Group:   One-Yield-Tredence-Support
The purpose of this assignment group is for the processing of INC tickets that are escalated from the Core One Yield Team to Technical Teams.","","","","fa7e78d287c6ced0a83f87bd0ebb3580"
"PaaS-Platform-Engineering-APPRV-AMER","Accenture-ITO","Pavan Kadigari","Approval","Approval group for Platform Engineering across Database, Middleware, BI and Contain platforms in the PaaS team","","","","c2a69727dbbff74059ad13694b9619e9"
"PaaS-Platform-Engineering-PROB","Marriott","Pavan Kadigari","Assignment","Problem Management for Platform Engineering across Database, Middleware, BI and Container platforms in the PaaS Team","","","","87b65f67dbbff74059ad13694b96199f"
"Palvision-APPRV-AP","Marriott","Suthinun Sangthong","Approval","Setting new web interface between Palvison and Oracle Opera PMS (Approve Group)","","","","3be8171ddba149d075589c46b9961959"
"Palvision-Support-AP","Marriott","Alongkot Suwannawong","Assignment","Setting  new web interface  between Palvison and Oracle Opera PMS","","","","d75180b7dbd1c55075589c46b99619e4"
"Partnernet-Connection-Engineering","Marriott","Allen Shen","Assignment","Group required for ""New PartnerNet Connection Request"" form","","","","43250ae0db887f44b478502bdc961967"
"PASLVL2MHD-Support","Marriott","Cinta Celma","Assignment","To provide dedicated support for building and creating rate offers for the Pricing and Account Services (PAS) Team.","","","","c34602971bbc05d089b84005bd4bcb10"
"Payment-L3-Support","HID","Krupakar Gangireddy","Assignment","The Payment Support Group is dedicated to providing comprehensive support for all payment-related issues within the organization","","","","099002fdc3dbc2982f0a7dfdd401318b"
"Payment-Products-APPRV","Marriott","Shastri Maraj","Approval","Approvals for all infrastructure affecting credit card processing via the F5/Merchant Link VPN","","","","af991932dbebba00b3375e65ce96194e"
"Payment-Products-Support","Marriott","Shastri Maraj","Assignment","Marriott IT Run support for credit card solutions under Accenture Hospitality Services","","","","ed670a46db960f44b3375e65ce9619b8"
"Payment-Products-Tech-Mgmt","Marriott","Shastri Maraj","Assignment","Manage support tickets for L2 escalation","","","","f032674d1b0d70d02699ff72cd4bcb7c"
"Payment-Solutions-Support-EMEA","Marriott","Rene Goetze","Assignment","This is used for EMEA's OPI Payment Integration Support for Opera PMS and Simphony POS.","","","","89bbe31697c9395412a8b4efe153af97"
"PCF-Wave-Release-Quality","BirchStreet","","Assignment","PCF Solution Overview: As SW.com/SPG.com, Engage-S or SPG (Morpheus) mobile applications, we need to understand which property has cutover from VALHALLA to MARSHA when the guest enters destination and other search criteria. This data is required to fetch appropriate property availability and rates from VALHALLA and/or MARSHA during the interim period.  

The PCF RD1 Wave Release Group supports lower level environmental testing and production releases when the Channels switch to Marriott, the Property Config File with the cut-over flag set to 'Y' will be deployed for all properties in the wave.  ","","","","aa360fabdbf8afc473f879ea8c9619c8"
"PCF-Wave-Releases-APPRV","Marriott","","Approval","PCF Solution Overview: As SW.com/SPG.com, Engage-S or SPG (Morpheus) mobile applications, we need to understand which property has cutover from VALHALLA to MARSHA when the guest enters destination and other search criteria. This data is required to fetch appropriate property availability and rates from VALHALLA and/or MARSHA during the interim period.  

The PCF RD1 Wave Release Approval Group provides Production approvals prior to production releases when the Channels switch to Marriott, the Property Config File with the cut-over flag set to 'Y' will be deployed for all properties in the wave.  ","","","","80f0d7abdbb0efc473f879ea8c961956"
"PCI Global Regulatory Compliance","Marriott","Anderson Lee","Assignment","This group is responsible for managing the PCI Controls, the PCI application flags on the Business Applications table, and reviewing HSP security rules that are rated to include PCI data. ","","","","1c0b1c2d0fa3cb844fe2f08ce1050ece"
"PCIS-Infrastructure-Engineering-PROB","Marriott","Matthew Barczak","Assignment","In support of Marriott BAU initiative during the COVID-19 crisis: This is the PROB group for the Infrastructure Engineering team who is accountable for the engineering, implementation, and operations across compute, storage, and operating systems for Marriott's Private Cloud, Property Systems and Data Center facilities during the COVID-19 crisis.","","","","1e96cf7adb7340d064f2bc32ba961955"
"PCIS-Infrastructure-Engineering-Support","Marriott","Matthew Barczak","Assignment","In support of Marriott BAU initiative during the COVID-19 crisis: This is the SUPPORT group for the Infrastructure Engineering team who is accountable for the engineering, implementation, and operations across compute, storage, and operating systems for Marriott's Private Cloud, Property Systems and Data Center facilities during the COVID-19 crisis.","","","","ca57cf3edb7340d064f2bc32ba961940"
"Peer Review IT Directors-AMERICAS","Marriott","Asif Minhas","Assignment","This group gives Americas IT Director access to IT Property Peer Review module.","","","","d2443808db4448142b662fe51b961957"
"Peer Review IT Directors-APAC","Marriott","","Assignment","This group gives APAC IT Director access to IT Property Peer Review module.","","","","445630c4dbc448142b662fe51b961963"
"Peer Review IT Directors-EMEA","Marriott","Charles Hill","Assignment","This group gives IT Property Peer Review access to the EMEA IT Director.","","","","aadd8499dbd8ac501048715a8c9619b2"
"PeerReviewITDirectors-Support-CALA","Marriott","Hugo Ramirez Jaramillo","Assignment","IT peer review CALA IT directors group","","","","eadb13f31b0f60584b469608bd4bcbd9"
"PeopleSoft AP Approvers - 99611 AP BU ","Marriott","Adil Saadoune","","AP Approvers users is PeopleSoft application for 9961 AP BU","","","","e576c89e87ff0510fd64ea4e0ebb3532"
"PeopleSoft AP Approvers - C0010 AP BU ","Marriott","Adil Saadoune","","AP Approvers users is PeopleSoft application for C0010 AP BU","","","","1b0ac0da87734510fd64ea4e0ebb35d8"
"PeopleSoft Global Technology Support team","Marriott","Adil Saadoune","","Global Technology Support team","","","","7623092a877b0910fd64ea4e0ebb35aa"
"Phoenix-PPv5-Dev-US-CAN-PROB","Deloitte","Arun Menavan","Assignment","Phoenix PPV5 Team","","","","932c8c3547400294247eab35a46d43ea"
"Phoenix-Web-Guest-Services-Dev-US-CAN","Deloitte","Jennifer Simon","Assignment","Phoenix-Web-Guest-Services-Dev-US-CAN","","","","556953948739f990259cc149dabb35cf"
"PHXSH-Support-AMER","Marriott","LORI HALM","Assignment","Grant access to service now---TLTOF341   my contact number is 602-373-6656","","","","977139ebdbc9afc8fbcff3451d961978"
"PIASupport-notification-US-CAN","Marriott","Stephanie Reines","Notification","Group created for Privacy team for Application Inventory Personal Data field notifications.","","","","11c3b5d14744f1d4cc1be567436d43b2"
"PinPoint-Sales-Reporting-Owners-notification-US-CAN","Marriott","Deborah Konvalina","Notification","This group is for notifications for the PinPoint sales reporting portal owner and support team.","","","","b6eaf3d1db07bcd0d1bb51d7f4961955"
"PiRT-Dashboard-notification","Marriott","Jonathan Dalton","Notification","PiRT Dashboard Access","","","","8a8a52d147ede650c7f0a91fe16d43cc"
"PKI-APPRV","Marriott","Eugene Ho","Approval","Use this group for approval for Marriott's Public Key Infrastructure.  Marriott offers two PKI (Public Key Infrastructure) offerings.  We have an internal, externally hosted, PRIVATE PKI offering also known as the Marriott PKI as well as an external PUBLIC PKI offering also known as the Entrust External PKI.  These systems are responsible for issuing and managing digital certificates or identities used for identification, authentication, authorization, and encryption purposes as well as to establish secure channels for communication. (This group falls under iT Security Delivery & Operation organization.)
","","","","f8b1d0ebdb3b7a40b3375e65ce961908"
"PKI-L3-Support","Marriott","Eugene Ho","Assignment","Use this group for support for Marriott's Public Key Infrastructure.  Marriott offers two PKI (Public Key Infrastructure) offerings.  We have an internal, externally hosted, PRIVATE PKI offering also known as the Marriott PKI as well as an external PUBLIC PKI offering also known as the Entrust External PKI.  These systems are responsible for issuing and managing digital certificates or identities used for identification, authentication, authorization, and encryption purposes as well as to establish secure channels for communication. (This group falls under iT Security Delivery & Operation organization.)","","","","cb347bad875d8ad07ce54045dabb3519"
"PKI-SSH-Support","Marriott","Trenten Libby","Assignment","This group is a sub-group of the Public Key Infrastructure (PKI) team that focuses on SSH Key/Cert Remediation and Management.","","","","a2a850c997ba591012a8b4efe153aff1"
"PKI-Support","Deloitte","Adnan Khan","Assignment","Use this group for support for Marriott's Public Key Infrastructure.  Marriott offers two PKI (Public Key Infrastructure) offerings.  We have an internal, externally hosted, PRIVATE PKI offering also known as the Marriott PKI as well as an external PUBLIC PKI offering also known as the Entrust External PKI.  These systems are responsible for issuing and managing digital certificates or identities used for identification, authentication, authorization, and encryption purposes as well as to establish secure channels for communication. (This group falls under iT Security Delivery & Operation organization.)","","","","535755a1db7b7240d82838f0ad9619b0"
"PKI-Support-PROB","Marriott","Eugene Ho","Assignment","PKI PROB Management","","","","d9b04f83470e75d0b4e10652736d435a"
"Platform-Core-Dev-US-CAN","Marriott","Deepika Mithun","Assignment","The team goal is to provide software engineering best practices, accelerators, code modules, and design capabilities to domain teams across the organization.","","","","f8848ee983b25254f4e57310feaad370"
"Platform-Engineering-Support","Marriott","Adnan Haq","Assignment","Platform Engineer Support Queue","","","","d4e7e397dbffc8d04bb2d206ca96191a"
"PMS-Application-Marriott-Support","Cognizant","Rimalyn Gamboa","Assignment","Marriott proprietary PMS Support for FOSSE, FSPMS, and LightSpeed applications. L1 support provided by Cognizant","","","","be21999e1bc49910769cb9d51a4bcb06"
"PMS-DEV-LSPMS-Assigned-Support","Marriott","Marcianna Soderstrom","Assignment","For the LightSpeed Development team have defects assigned to them and work for resolution","","","","9ca39ee6dbb27b84cf21a1ac0b96197e"
"PMS-FOSSE-APPRV","Marriott","Remi Azinge","Approval","FOSSE Property Management System iT RUN application development team.","","","","cd038e0ddbcc4b40d82838f0ad961958"
"PMS-FOSSE-Dev","IBM","Madhura Patil","Assignment","FOSSE Property Management System application development team.","","","","4c4addb6dbebba00b3375e65ce9619db"
"PMS-FOSSE-Help-Desk-Support","Marriott","Fabiola Betancourt","Assignment","Level one support calls for the hotels using the FOSSE application","","","","244a11f6dbebba00b3375e65ce9619c1"
"PMS-FOSSE-Help-Desk-Support-Chat","Marriott","Fabiola Betancourt","Security","PMS-FOSSE-Help-Desk-Support-Chat
//As per the RITM001446039 we are changing the Category to Security, post Furlough the category will be changed back to Assignment","","","","a4af0c62db6d1f001048715a8c9619a7"
"PMS-FOSSE-Helpdesk-APPRV-AMER","Marriott","Fabiola Betancourt","Approval","FOSSE Property Management System Helpdesk Approver. Provides approval to updates changes for the FOSSE application.","","","","544a11f6dbebba00b3375e65ce96196e"
"PMS-FOSSE-PROB","Marriott","Remi Azinge","Assignment","Problem Owner group for PMS FOSSE.","","","","616759a1db7b7240d82838f0ad96191e"
"PMS-FOSSE-Property Management-System-APPRV-AMER","Marriott","Yazir Soriano","Assignment","Approval group for PMS Business Services
","","","","03ba1eba377b3600273127d2b3990ee5"
"PMS-FOSSE-Quality","IBM","","Assignment","FOSSE Property Management System application quality assurance team.","","","","c54a51f6dbebba00b3375e65ce9619ea"
"PMS-FOSSE-Technical-Help-Desk-Support","IBM","Yazir Soriano","Assignment","FOSSE Property Management System technical help desk. Provides Tier 1.5 support for the FOSSE application.","","","","494a91f6dbebba00b3375e65ce961920"
"PMS-FOSSE-TECHNICAL-HELP-DESK-SUPPORT-APPRV-US-CAN","IBM","Yazir Soriano","Approval","Approval group for FOSSE PMS Application Changes, Updates, and Releases that directly impact End User Support","","","","f527a0a6dbb2f41007e373e1ba961997"
"PMS-FSPMS-APPRV-AMER","IBM","Jan Shigley","Approval","This Marriott group will be validating and approving/rejecting all the change request for FSPMS.","","","","22a7d2bbdbba1b44b355dda5ca9619ea"
"PMS-FSPMS-Bailiwick-Support-US-CAN","Marriott","Alex Campo","Assignment","This SNOW Queue will be used to provide deployment support for the FSPMS Server Refresh Project.","","","","2309d91397f982906bae72971153af51"
"PMS-FSPMS-Deployment-Support-AMER","IBM","Keshav Mishra","Assignment","This group will be deploying all changes related to FSPMS ","","","","5182251cdb72dbcc2d42a026ca961934"
"PMS-FSPMS-Dev","IBM","Keshav Mishra","Assignment","FSPMS Property Management System application development team.","","","","194a91f6dbebba00b3375e65ce9619bd"
"PMS-FSPMS-Help-Desk-Support","Marriott","William Amland","Assignment","Field support for American Full Service Property Management Systems","","","","19f9d136dbebba00b3375e65ce96190b"
"PMS-FSPMS-Maglev-Technical-Support-US-CAN","IBM","Keshav Mishra","Assignment","FSPMS Technical Helpdesk. Provides level 1.5 support for the Maglev cut-over project. ","","","","409f7d711bf9e85049cda979b04bcbf1"
"PMS-FSPMS-PKI-Team-Support","Marriott","William Amland","Assignment","Group for Venafi PKI approval/application process at FSPMS Support","","","","228b3cb6973f6990968337cfe153af1a"
"PMS-FSPMS-PROB","IBM","Kennedy O'Malley-Dertien","Assignment","Problem Owner Group for Full Service PMS (FSPMS)","","","","9d24de5adbc6e3cc0fa271fa8c96198c"
"PMS-FSPMS-Quality","IBM","Keshav Mishra","Assignment","FSPMS Property Management System application quality assurance team.","","","","7d4ad1f6dbebba00b3375e65ce9619a5"
"PMS-FSPMS-Server-Refresh-Support-Support","IBM","Anthony Rois","Assignment","Group to provide support services for Full Service PMS Server Refresh project ","","","","a90c7c6edb409f8890b57bedae9619bd"
"PMS-FSPMS-SP-APPRV-AMER","IBM","","Approval","IBM, as a service provider group will be validating and approving/rejecting all the change related to FSPMS.","","","","f1e61e33dbba1b44b355dda5ca9619df"
"PMS-FSPMS-Technical-Help-Desk-Support","IBM","Yazir Soriano","Assignment","FSPMS Property Management System technical help desk. Provides Tier 1.5 support for the FSPMS application.","","","","3d4ad1f6dbebba00b3375e65ce9619f4"
"PMS-FSPMS-TECHNICAL-HELP-DESK-SUPPORT-APPRV-US-CAN","IBM","Yazir Soriano","Approval","Approval group for Full Service PMS Application Changes, Updates, and Releases that directly impact End User Support","","","","cc176466dbb2f41007e373e1ba96193f"
"PMS-GOB-Internal-Support","Marriott","ebonee williams","Assignment","This group will assist internally the teams working the PMS calls and incidents.  This will be an internal group only
","","","","d40c227ddb37409064f2bc32ba9619e8"
"PMS-LSPMS-AHSCCSNIFFER-Dev-US-CAN","Cognizant","Rex Stevens","Assignment","Triage of nightly AHS BTR file for possible bad data.","","","","1cbb4d091b3074d0d397c99f034bcb95"
"PMS-LSPMS-Automated-Notifications-Support","Cognizant","Juanita Ramirez","Assignment","Assignment group for automated alerts by LightSpeed PMS Level 1.","","","","32a1460d1b7830504b469608bd4bcb03"
"PMS-LSPMS-Help-Desk-Support","Marriott","Juanita Ramirez","Assignment","LightSpeed PMS Application Help Desk Support team.  Active effective 7/14/2018.","","","","a3e2ecc9db061f88ec456be3ca9619c3"
"PMS-LSPMS-PROB","Marriott","","Assignment","Problem owner group for PMS - LightSpeed","","","","321fb4af974fd99025ae37300153aff8"
"PMS-LSPMS-Property-Management-System-APPRV-AMER","Marriott","Juanita Ramirez","Assignment","The purpose of this group is to ensure that we are aware of any changes to the environment.","","","","fe250062db17eb881b117b6b8c961953"
"PMS-LSPMS-Technical-Help-Desk-Support","Marriott","Yazir Soriano","Assignment","LSPMS Property Management System technical help desk. Provides Tier 1.5 support for the LightSpeed application","","","","151c80f8dbdbdb0ce4f7e3f3ca961999"
"PMS-MK-Activation-Support","IBM","Rex Stevens","Assignment","Mobile Key Activation for FSPMS and FOSSE Properties","","","","20ae7e1cdbea74d432e10bb6f49619b2"
"PMS-Patching-Program-OPERA-ITC-GreenCloud-Support-AP","ITC","Niyas Abdul Kalam Rawther","Assignment","L3 (level 3) support group for the PMS Keep Pace Patching Program for ITC Infotech (contractor) to keep track of GreenCloud tickets for properties in mainland China.","","","","a83b6bcb47a7591850a7e738436d43a0"
"PMS-Patching-Program-OPERA-ITC-HRS-Support-AP","ITC","Niyas Abdul Kalam Rawther","Assignment","L3 (level 3) support group for the PMS Keep Pace Patching Program for ITC Infotech (contractor) to keep track of HRS tickets for properties in mainland China.","","","","6fea274b47a7591850a7e738436d4319"
"PMS-Patching-Program-OPERA-ITC-HYPERCARE-Support","ITC","Niyas Abdul Kalam Rawther","Assignment","L2 (level 2) hypercare support group for the PMS Keep Pace Patching Program for ITC Infotech (contractor).","","","","30db6b0347e7591850a7e738436d4373"
"PMS-Patching-Program-OPERA-ITC-HYPERCARE-Support-AP","ITC","Niyas Abdul Kalam Rawther","Assignment","L2 (level 2) hypercare support group for the PMS Keep Pace Patching Program for ITC Infotech (contractor). This group supports AP.","","","","0c1deb8f47e7591850a7e738436d4382"
"PMS-Patching-Program-OPERA-ITC-HYPERCARE-Support-CALA","ITC","Niyas Abdul Kalam Rawther","Assignment","L2 (level 2) hypercare support group for the PMS Keep Pace Patching Program for ITC Infotech (contractor). This group supports CALA.","","","","294d6743472b591850a7e738436d43e5"
"PMS-Patching-Program-OPERA-ITC-HYPERCARE-Support-EMEA","ITC","Niyas Abdul Kalam Rawther","Assignment","L2 (level 2) hypercare support group for the PMS Keep Pace Patching Program for ITC Infotech (contractor). This group supports EMEA.","","","","78dceb4b47e7591850a7e738436d43e7"
"PMS-Patching-Program-OPERA-ITC-HYPERCARE-Support-US-CAN","ITC","Niyas Abdul Kalam Rawther","Assignment","L2 (level 2) hypercare support group for the PMS Keep Pace Patching Program for ITC Infotech (contractor). This group supports US-CAN.","","","","ad6da383472b591850a7e738436d430b"
"PMS-Patching-Program-OPERA-ITC-Oracle-Support","ITC","Niyas Abdul Kalam Rawther","Assignment","L3 (level 3) support group for the PMS Keep Pace Patching Program for ITC Infotech (contractor) to keep track of Oracle tickets.","","","","c38b27cf47a7591850a7e738436d43d1"
"PMS-Patching-Program-OPERA-ITC-Support","ITC","Niyas Abdul Kalam Rawther","Assignment","L2 (level 2) support group for the PMS Keep Pace Patching Program for ITC Infotech (contractor).","","","","71fb2b4347e7591850a7e738436d4342"
"PMS-Patching-Program-OPERA-ITC-Support-AP","ITC","Niyas Abdul Kalam Rawther","Assignment","L1 (level 1) support group for the PMS Keep Pace Patching Program for ITC Infotech (contractor). This group supports AP.","","","","2e3a2b0747a7591850a7e738436d43dd"
"PMS-Patching-Program-OPERA-ITC-Support-CALA","ITC","Niyas Abdul Kalam Rawther","Assignment","L1 (level 1) support group for the PMS Keep Pace Patching Program for ITC Infotech (contractor). This group supports CALA.","","","","677ae38747a7591850a7e738436d43b4"
"PMS-Patching-Program-OPERA-ITC-Support-EMEA","ITC","Niyas Abdul Kalam Rawther","Assignment","L1 (level 1) support group for the PMS Keep Pace Patching Program for ITC Infotech (contractor). This group supports EMEA.","","","","c574a78b47e3591850a7e738436d433a"
"PMS-Patching-Program-OPERA-ITC-Support-US-CAN","ITC","Niyas Abdul Kalam Rawther","Assignment","L1 (level 1) support group for the PMS Keep Pace Patching Program for ITC Infotech (contractor). This group supports US-CAN.","","","","34aaa3c747a7591850a7e738436d4348"
"PMS-Unicorn-PROB-Support","Marriott","Michael Vallese","Assignment","Creates and resolves problem records regarding the Unicorn PMS Tool.
","","","","5d1287cbdb15e70873f879ea8c96199f"
"POS-Patching-Program-Simphony-ITC-HYPERCARE-Support","Marriott","Niyas Abdul Kalam Rawther","Assignment","L2 (Level 2) HYPERCARE support group for the POS Keep Pace Patching Program for ITC Infotech (contractor).","","","","b9b601d387ed19148a492fc5dabb35d8"
"POS-Patching-Program-Simphony-ITC-HYPERCARE-Support-AP","Marriott","Niyas Abdul Kalam Rawther","Assignment","L1 (level 1) Hypercare support group for the POS Keep Pace Patching Program for ITC Infotech (contractor). This group support AP.","","","","77f4811f87ad19148a492fc5dabb354b"
"POS-Patching-Program-Simphony-ITC-HYPERCARE-Support-CALA","Marriott","Niyas Abdul Kalam Rawther","Assignment","L1 (level 1) Hypercare support group for the POS Keep Pace Patching Program for ITC Infotech (contractor). This group support CALA.","","","","6d060ddf87ad19148a492fc5dabb3594"
"POS-Patching-Program-Simphony-ITC-HYPERCARE-Support-EMEA","Marriott","Niyas Abdul Kalam Rawther","Assignment","L1 (level 1) Hypercare support group for the POS Keep Pace Patching Program for ITC Infotech (contractor). This group support EMEA.","","","","0d4409d787ad19148a492fc5dabb35d7"
"POS-Patching-Program-Simphony-ITC-HYPERCARE-Support-US-CAN","Marriott","Niyas Abdul Kalam Rawther","Assignment","L1 (level 1) Hypercare support group for the POS Keep Pace Patching Program for ITC Infotech (contractor). This group support US/CAN.","","","","53a5059f87ad19148a492fc5dabb3547"
"POS-Patching-Program-Simphony-ITC-L3-Support","ITC","Niyas Abdul Kalam Rawther","Assignment","L3 Support group for the POS Keep Pace Patching Program for ITC Infotech (contractor).","","","","7736d4d087cb91545aa84339dabb35ff"
"POS-Patching-Program-Simphony-ITC-Oracle-Support","Marriott","Niyas Abdul Kalam Rawther","Assignment","L3 (Level 3) support group for the POS Keep Pace Patching Program for ITC Infotech (contractor. This group tracks escalation to Oracle or local vendor partner.","","","","86e6851787ed19148a492fc5dabb35bc"
"POS-Patching-Program-Simphony-ITC-Support","Marriott","Niyas Abdul Kalam Rawther","Assignment","L2 (Level 2) support group for the POS Keep Pace Patching Program for ITC Infotech (contractor).","","","","5e36891387ed19148a492fc5dabb357a"
"POS-Patching-Program-Simphony-ITC-Support-AP","Marriott","Niyas Abdul Kalam Rawther","Assignment","L1 (level 1) support group for the POS Keep Pace Patching Program for ITC Infotech (contractor). This group supports AP.","","","","29738cc7876191148a492fc5dabb351b"
"POS-Patching-Program-Simphony-ITC-Support-CALA","Marriott","Niyas Abdul Kalam Rawther","Assignment","L1 (level 1) support group for the POS Keep Pace Patching Program for ITC Infotech (contractor). This group supports CALA.","","","","919204cb872191148a492fc5dabb3589"
"POS-Patching-Program-Simphony-ITC-Support-EMEA","Marriott","Niyas Abdul Kalam Rawther","Assignment","L1 (level 1) support group for the POS Keep Pace Patching Program for ITC Infotech (contractor). This group supports EMEA.","","","","d485095f87ad19148a492fc5dabb3560"
"POS-Patching-Program-Simphony-ITC-Support-US-CAN","Marriott","Niyas Abdul Kalam Rawther","Assignment","L1 (level 1) support group for the POS Keep Pace Patching Program for ITC Infotech (contractor). This group support US/CAN.","","","","ef4976ae972551143bac72671153affe"
"PowerBI-Global-Technology-Support","Marriott","Karunakar Vanukuri","Assignment","Purpose of this group is to address all PowerBI related issues which users face","","","","df2e708497f5659412a8b4efe153af7d"
"Print-Ops-Support-Support-AMER","Marriott","Penny Bynaker","Assignment","Print Operations for Payroll Governance Team - Mainframe & InfoPrint Manager","","","","b50d74f0dbc5c81458df12484b9619d2"
"Privacy-IT-Support-Support","Mindtree","Hema Patel","Assignment","As part of Customer Data Retention-Profile & Loyalty (CDR PL) solution, a customer is identified for deletion based on his last engagement date and validation request is sent to onboarded systems who will consume our validation request and response back. When the consuming system’s response is “Do not Purge”, the iTHold flag will be set to ‘Y’ and Big Panda ticket will get generated for investigation. The Privacy IT Support group will assist in resolving the ticket to closure.","","","","7fe87a8a878d86d0b3b162c83cbb35a6"
"Privacy-Support","Marriott","David Sanders","Assignment","Need to add secure@Marriott.com to the group email.  For Lost and Stolen Form","","","","207bdbeedb0bc7c89d38f9041d961918"
"PROB","Marriott","Brittany Quinn","Assignment","DCF problem group","","","","e3694941db0040d058df12484b9619f7"
"Problem Management Groups","Marriott","Grace Chorey","Assignment","Parent Group of Problem Management Groups
Used to assign problem_owner","","","","b7fb6d43db1ddf4cb478502bdc961918"
"Problem Process Owners","Marriott","Quang Tran","Approval","Members are responsible for Problems.","","","","dfb12d4cdb42b304b478502bdc9619a0"
"Problem-Management-PROB","Marriott","Brittany Quinn","Assignment","Being part of the problem management team, need access to the group","","","","f5546ef61b97a0988efc1f4fad4bcb81"
"ProblemManager-EndComp-PROB","Marriott","Natisha McGhee","Assignment","Created at the request of the Problem Management group","","","","e13e3f57874d02107ce54045dabb3528"
"ProblemManager-Generic-PROB","Marriott","Brittany Quinn","Assignment","This is Generic problem group to assign problem manager outside of APS and Infra groups","","","","246a30ff87665550311333373cbb356d"
"ProblemManager-PROB","Marriott","Brittany Quinn","Assignment","Centralized Marriott Problem Manager function used to managed problems.","","","","c56719a1db7b7240d82838f0ad96195a"
"ProblemManager-Property-PROB","Marriott","Kennedy O'Malley-Dertien","Assignment","Problem Managers specifically focused on problems that have a property impact","","","","5d90735ec3d64ed05076729dc0013196"
"ProblemManager_APS-PROB","TCS","Brittany Quinn","Assignment","Problem Manager - Application Production Support","","","","18650f31db6bff44221f51094b961974"
"ProblemManager_Infra-PROB","Marriott","Brittany Quinn","Assignment","Problem Manager - Infrastructure","","","","17850331dbebfb84cd5782ba0b961960"
"Product-and-Service-Management-Support-AMER","Marriott","Roald Keith","Assignment","Manage opt-in products and services for Marriott","","","","424a15f6dbebba00b3375e65ce961969"
